"","Year","State","measure","data_item","unit","Domain","Domain.Category","Value"
"6826",2015,"OREGON","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FOSETYL-AL = 123301)","0"
"6827",2015,"OREGON","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (IPRODIONE = 109801)","2"
"6828",2015,"OREGON","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MEFENOXAM = 113502)","0"
"6829",2015,"OREGON","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (METCONAZOLE = 125619)","0"
"6830",2015,"OREGON","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MONO-POTASSIUM SALT = 76416)","0"
"6831",2015,"OREGON","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MYCLOBUTANIL = 128857)","0"
"6832",2015,"OREGON","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (POTASSIUM PHOSPHATE = 76413)","0"
"6833",2015,"OREGON","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PROPICONAZOLE = 122101)","0"
"6834",2015,"OREGON","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)","2.2"
"6835",2015,"OREGON","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (SULFUR = 77501)","0"
"6836",2015,"OREGON","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (ZIRAM = 34805)","0"
"6837",2015,"OREGON","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (2,4-D, DIETH. SALT = 30016)","0"
"6838",2015,"OREGON","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (2,4-D, DIMETH. SALT = 30019)","0"
"6839",2015,"OREGON","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (CARFENTRAZONE-ETHYL = 128712)","0"
"6840",2015,"OREGON","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (CLETHODIM = 121011)","1.2"
"6841",2015,"OREGON","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (CLOPYRALID MONO SALT = 117401)","1"
"6842",2015,"OREGON","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (DICHLOBENIL = 27401)","1.1"
"6843",2015,"OREGON","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (DIURON = 35505)","1.3"
"6844",2015,"OREGON","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (FLUMIOXAZIN = 129034)","1"
"6845",2015,"OREGON","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLUFOSINATE-AMMONIUM = 128850)","1.6"
"6846",2015,"OREGON","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE AMM. SALT = 103604)","0"
"6847",2015,"OREGON","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE ISO. SALT = 103601)","1.2"
"6848",2015,"OREGON","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (HALOSULFURON-METHYL = 128721)","0"
"6849",2015,"OREGON","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (HEXAZINONE = 107201)","0"
"6850",2015,"OREGON","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (ISOXABEN = 125851)","0"
"6851",2015,"OREGON","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (LINURON = 35506)","0"
"6852",2015,"OREGON","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (MESOTRIONE = 122990)","1.1"
"6853",2015,"OREGON","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (METSULFURON-METHYL = 122010)","0"
"6854",2015,"OREGON","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (NAPROPAMIDE = 103001)","0"
"6855",2015,"OREGON","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (NORFLURAZON = 105801)","1"
"6856",2015,"OREGON","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (ORYZALIN = 104201)","1.4"
"6857",2015,"OREGON","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (OXYFLUORFEN = 111601)","0"
"6858",2015,"OREGON","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PARAQUAT = 61601)","1.1"
"6859",2015,"OREGON","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PRONAMIDE = 101701)","0"
"6860",2015,"OREGON","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (QUINCLORAC = 128974)","0"
"6861",2015,"OREGON","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (RIMSULFURON = 129009)","0"
"6862",2015,"OREGON","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (S-METOLACHLOR = 108800)","0"
"6863",2015,"OREGON","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (SETHOXYDIM = 121001)","0"
"6864",2015,"OREGON","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (SIMAZINE = 80807)","1.8"
"6865",2015,"OREGON","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (SULFENTRAZONE = 129081)","1"
"6866",2015,"OREGON","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (TERBACIL = 12701)","0"
"6867",2015,"OREGON","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (THIFENSULFURON = 128845)","0"
"6868",2015,"OREGON","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (TRIBENURON-METHYL = 128887)","0"
"6869",2015,"OREGON","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BETA-CYFLUTHRIN = 118831)","0"
"6870",2015,"OREGON","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BIFENTHRIN = 128825)","1.2"
"6871",2015,"OREGON","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BT KURSTAKI ABTS-351 = 6522)","2.4"
"6872",2015,"OREGON","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BT KURSTAKI SA-11 = 6519)","0"
"6873",2015,"OREGON","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CARBARYL = 56801)","0"
"6874",2015,"OREGON","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CHLORANTRANILIPROLE = 90100)","0"
"6875",2015,"OREGON","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA = 16329)","0"
"6876",2015,"OREGON","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (DIAZINON = 57801)","1"
"6877",2015,"OREGON","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ESFENVALERATE = 109303)","1"
"6878",2015,"OREGON","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FENPROPATHRIN = 127901)","1.1"
"6879",2015,"OREGON","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (IMIDACLOPRID = 129099)","0"
"6880",2015,"OREGON","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (INDOXACARB = 67710)","0"
"6881",2015,"OREGON","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (MALATHION = 57701)","1.9"
"6882",2015,"OREGON","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (METHOMYL = 90301)","1.1"
"6883",2015,"OREGON","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (METHOXYFENOZIDE = 121027)","0"
"6884",2015,"OREGON","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PHOSMET = 59201)","0"
"6885",2015,"OREGON","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PYRETHRINS = 69001)","0"
"6886",2015,"OREGON","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PYRIPROXYFEN = 129032)","0"
"6887",2015,"OREGON","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPINETORAM = 110008)","1.6"
"6888",2015,"OREGON","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPINETORAM-L = 110009)","1.6"
"6889",2015,"OREGON","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPINOSAD = 110003)","1"
"6890",2015,"OREGON","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (THIACLOPRID = 14019)","0"
"6891",2015,"OREGON","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (THIAMETHOXAM = 60109)","1.7"
"6892",2015,"OREGON","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ZETA-CYPERMETHRIN = 129064)","3"
"6893",2015,"OREGON","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, OTHER","CHEMICAL, OTHER: (CUPRAMMONIUM ACETATE = 36011)","0"
"6894",2015,"OREGON","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, OTHER","CHEMICAL, OTHER: (CYTOKININS = 116801)","0"
"6895",2015,"OREGON","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, OTHER","CHEMICAL, OTHER: (HYDROGEN PEROXIDE = 595)","0"
"6896",2015,"OREGON","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, OTHER","CHEMICAL, OTHER: (METHYL ANTHRANILATE = 128725)","0"
"6897",2015,"OREGON","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, OTHER","CHEMICAL, OTHER: (MINERAL OIL = 63502)","1.1"
"6898",2015,"OREGON","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, OTHER","CHEMICAL, OTHER: (REYNOUTRIA SACHALINE = 55809)","1.4"
"6899",2015,"OREGON","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, OTHER","CHEMICAL, OTHER: (ZINC PHOSPHIDE = 88601)","0"
"6900",2015,"OREGON","BEARING"," "," MEASURED IN NUMBER","FERTILIZER","FERTILIZER: (NITROGEN)","2.8"
"6901",2015,"OREGON","BEARING"," "," MEASURED IN NUMBER","FERTILIZER","FERTILIZER: (PHOSPHATE)","2.1"
"6902",2015,"OREGON","BEARING"," "," MEASURED IN NUMBER","FERTILIZER","FERTILIZER: (POTASH)","2.2"
"6903",2015,"OREGON","BEARING"," "," MEASURED IN NUMBER","FERTILIZER","FERTILIZER: (SULFUR)","1.9"
"6904",2015,"OREGON","BEARING"," "," MEASURED IN PCT OF AREA BEARING","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (AZOXYSTROBIN = 128810)","44"
"6905",2015,"OREGON","BEARING"," "," MEASURED IN PCT OF AREA BEARING","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BACILLUS SUBTILIS = 6479)","12"
"6906",2015,"OREGON","BEARING"," "," MEASURED IN PCT OF AREA BEARING","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BASIC COPPER SULFATE = 8101)","27"
"6907",2015,"OREGON","BEARING"," "," MEASURED IN PCT OF AREA BEARING","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BOSCALID = 128008)","29"
"6908",2015,"OREGON","BEARING"," "," MEASURED IN PCT OF AREA BEARING","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CALCIUM POLYSULFIDE = 76702)","0"
"6909",2015,"OREGON","BEARING"," "," MEASURED IN PCT OF AREA BEARING","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CAPTAN = 81301)","39"
"6910",2015,"OREGON","BEARING"," "," MEASURED IN PCT OF AREA BEARING","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CHLOROTHALONIL = 81901)","0"
"6911",2015,"OREGON","BEARING"," "," MEASURED IN PCT OF AREA BEARING","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER AMM. COMPLEX = 22702)","0"
"6912",2015,"OREGON","BEARING"," "," MEASURED IN PCT OF AREA BEARING","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER CHLORIDE HYD. = 23501)","0"
"6913",2015,"OREGON","BEARING"," "," MEASURED IN PCT OF AREA BEARING","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER HYDROXIDE = 23401)","40"
"6914",2015,"OREGON","BEARING"," "," MEASURED IN PCT OF AREA BEARING","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CYPRODINIL = 288202)","54"
"6915",2015,"OREGON","BEARING"," "," MEASURED IN PCT OF AREA BEARING","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FENBUCONAZOLE = 129011)","27"
"6916",2015,"OREGON","BEARING"," "," MEASURED IN PCT OF AREA BEARING","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FENHEXAMID = 90209)","30"
"6917",2015,"OREGON","BEARING"," "," MEASURED IN PCT OF AREA BEARING","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUAZINAM = 129098)","0"
"6918",2015,"OREGON","BEARING"," "," MEASURED IN PCT OF AREA BEARING","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUDIOXONIL = 71503)","54"
"6919",2015,"OREGON","BEARING"," "," MEASURED IN PCT OF AREA BEARING","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FOSETYL-AL = 123301)","0"
"6920",2015,"OREGON","BEARING"," "," MEASURED IN PCT OF AREA BEARING","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (IPRODIONE = 109801)","18"
"6921",2015,"OREGON","BEARING"," "," MEASURED IN PCT OF AREA BEARING","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MEFENOXAM = 113502)","0"
"6922",2015,"OREGON","BEARING"," "," MEASURED IN PCT OF AREA BEARING","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (METCONAZOLE = 125619)","0"
"6923",2015,"OREGON","BEARING"," "," MEASURED IN PCT OF AREA BEARING","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MONO-POTASSIUM SALT = 76416)","0"
"6924",2015,"OREGON","BEARING"," "," MEASURED IN PCT OF AREA BEARING","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MYCLOBUTANIL = 128857)","0"
"6925",2015,"OREGON","BEARING"," "," MEASURED IN PCT OF AREA BEARING","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (POTASSIUM PHOSPHATE = 76413)","0"
"6926",2015,"OREGON","BEARING"," "," MEASURED IN PCT OF AREA BEARING","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PROPICONAZOLE = 122101)","0"
"6927",2015,"OREGON","BEARING"," "," MEASURED IN PCT OF AREA BEARING","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)","29"
"6928",2015,"OREGON","BEARING"," "," MEASURED IN PCT OF AREA BEARING","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (SULFUR = 77501)","0"
"6929",2015,"OREGON","BEARING"," "," MEASURED IN PCT OF AREA BEARING","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TOTAL)","76"
"6930",2015,"OREGON","BEARING"," "," MEASURED IN PCT OF AREA BEARING","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (ZIRAM = 34805)","0"
"6931",2015,"OREGON","BEARING"," "," MEASURED IN PCT OF AREA BEARING","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (2,4-D, DIETH. SALT = 30016)","0"
"6932",2015,"OREGON","BEARING"," "," MEASURED IN PCT OF AREA BEARING","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (2,4-D, DIMETH. SALT = 30019)","0"
"6933",2015,"OREGON","BEARING"," "," MEASURED IN PCT OF AREA BEARING","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (CARFENTRAZONE-ETHYL = 128712)","0"
"6934",2015,"OREGON","BEARING"," "," MEASURED IN PCT OF AREA BEARING","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (CLETHODIM = 121011)","7"
"6935",2015,"OREGON","BEARING"," "," MEASURED IN PCT OF AREA BEARING","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (CLOPYRALID MONO SALT = 117401)","11"
"6936",2015,"OREGON","BEARING"," "," MEASURED IN PCT OF AREA BEARING","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (DICHLOBENIL = 27401)","3"
"6937",2015,"OREGON","BEARING"," "," MEASURED IN PCT OF AREA BEARING","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (DIURON = 35505)","34"
"6938",2015,"OREGON","BEARING"," "," MEASURED IN PCT OF AREA BEARING","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (FLUMIOXAZIN = 129034)","32"
"6939",2015,"OREGON","BEARING"," "," MEASURED IN PCT OF AREA BEARING","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLUFOSINATE-AMMONIUM = 128850)","7"
"6940",2015,"OREGON","BEARING"," "," MEASURED IN PCT OF AREA BEARING","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE AMM. SALT = 103604)","0"
"6941",2015,"OREGON","BEARING"," "," MEASURED IN PCT OF AREA BEARING","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE ISO. SALT = 103601)","20"
"6942",2015,"OREGON","BEARING"," "," MEASURED IN PCT OF AREA BEARING","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (HALOSULFURON-METHYL = 128721)","0"
"6943",2015,"OREGON","BEARING"," "," MEASURED IN PCT OF AREA BEARING","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (HEXAZINONE = 107201)","0"
"6944",2015,"OREGON","BEARING"," "," MEASURED IN PCT OF AREA BEARING","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (ISOXABEN = 125851)","0"
"6945",2015,"OREGON","BEARING"," "," MEASURED IN PCT OF AREA BEARING","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (LINURON = 35506)","0"
"6946",2015,"OREGON","BEARING"," "," MEASURED IN PCT OF AREA BEARING","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (MESOTRIONE = 122990)","16"
"6947",2015,"OREGON","BEARING"," "," MEASURED IN PCT OF AREA BEARING","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (METSULFURON-METHYL = 122010)","0"
"6948",2015,"OREGON","BEARING"," "," MEASURED IN PCT OF AREA BEARING","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (NAPROPAMIDE = 103001)","0"
"6949",2015,"OREGON","BEARING"," "," MEASURED IN PCT OF AREA BEARING","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (NORFLURAZON = 105801)","7"
"6950",2015,"OREGON","BEARING"," "," MEASURED IN PCT OF AREA BEARING","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (ORYZALIN = 104201)","22"
"6951",2015,"OREGON","BEARING"," "," MEASURED IN PCT OF AREA BEARING","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (OXYFLUORFEN = 111601)","0"
"6952",2015,"OREGON","BEARING"," "," MEASURED IN PCT OF AREA BEARING","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PARAQUAT = 61601)","23"
"6953",2015,"OREGON","BEARING"," "," MEASURED IN PCT OF AREA BEARING","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PRONAMIDE = 101701)","0"
"6954",2015,"OREGON","BEARING"," "," MEASURED IN PCT OF AREA BEARING","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (QUINCLORAC = 128974)","0"
"6955",2015,"OREGON","BEARING"," "," MEASURED IN PCT OF AREA BEARING","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (RIMSULFURON = 129009)","0"
"6956",2015,"OREGON","BEARING"," "," MEASURED IN PCT OF AREA BEARING","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (S-METOLACHLOR = 108800)","0"
"6957",2015,"OREGON","BEARING"," "," MEASURED IN PCT OF AREA BEARING","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (SETHOXYDIM = 121001)","0"
"6958",2015,"OREGON","BEARING"," "," MEASURED IN PCT OF AREA BEARING","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (SIMAZINE = 80807)","35"
"6959",2015,"OREGON","BEARING"," "," MEASURED IN PCT OF AREA BEARING","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (SULFENTRAZONE = 129081)","10"
"6960",2015,"OREGON","BEARING"," "," MEASURED IN PCT OF AREA BEARING","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (TERBACIL = 12701)","0"
"6961",2015,"OREGON","BEARING"," "," MEASURED IN PCT OF AREA BEARING","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (THIFENSULFURON = 128845)","0"
"6962",2015,"OREGON","BEARING"," "," MEASURED IN PCT OF AREA BEARING","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (TOTAL)","72"
"6963",2015,"OREGON","BEARING"," "," MEASURED IN PCT OF AREA BEARING","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (TRIBENURON-METHYL = 128887)","0"
"6964",2015,"OREGON","BEARING"," "," MEASURED IN PCT OF AREA BEARING","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BETA-CYFLUTHRIN = 118831)","0"
"6965",2015,"OREGON","BEARING"," "," MEASURED IN PCT OF AREA BEARING","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BIFENTHRIN = 128825)","23"
"6966",2015,"OREGON","BEARING"," "," MEASURED IN PCT OF AREA BEARING","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BT KURSTAKI ABTS-351 = 6522)","15"
"6967",2015,"OREGON","BEARING"," "," MEASURED IN PCT OF AREA BEARING","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BT KURSTAKI SA-11 = 6519)","0"
"6968",2015,"OREGON","BEARING"," "," MEASURED IN PCT OF AREA BEARING","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CARBARYL = 56801)","0"
"6969",2015,"OREGON","BEARING"," "," MEASURED IN PCT OF AREA BEARING","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CHLORANTRANILIPROLE = 90100)","0"
"6970",2015,"OREGON","BEARING"," "," MEASURED IN PCT OF AREA BEARING","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA = 16329)","0"
"6971",2015,"OREGON","BEARING"," "," MEASURED IN PCT OF AREA BEARING","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (DIAZINON = 57801)","17"
"6972",2015,"OREGON","BEARING"," "," MEASURED IN PCT OF AREA BEARING","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ESFENVALERATE = 109303)","7"
"6973",2015,"OREGON","BEARING"," "," MEASURED IN PCT OF AREA BEARING","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FENPROPATHRIN = 127901)","6"
"6974",2015,"OREGON","BEARING"," "," MEASURED IN PCT OF AREA BEARING","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (IMIDACLOPRID = 129099)","0"
"6975",2015,"OREGON","BEARING"," "," MEASURED IN PCT OF AREA BEARING","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (INDOXACARB = 67710)","0"
"6976",2015,"OREGON","BEARING"," "," MEASURED IN PCT OF AREA BEARING","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (MALATHION = 57701)","58"
"6977",2015,"OREGON","BEARING"," "," MEASURED IN PCT OF AREA BEARING","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (METHOMYL = 90301)","14"
"6978",2015,"OREGON","BEARING"," "," MEASURED IN PCT OF AREA BEARING","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (METHOXYFENOZIDE = 121027)","0"
"6979",2015,"OREGON","BEARING"," "," MEASURED IN PCT OF AREA BEARING","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PHOSMET = 59201)","0"
